Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold10180.1,tr|A0A1Q9CE87|A0A1Q9CE87_SYMMI;tr|A0A1Q9DEW1|A0A1Q9DEW1_SYMMI,"description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene38255 PE=4 SV=1//description2:Pentatricopeptide repeat-containing protein, mitochondrial OS=Symbiodinium microadriaticum GN=AK812_SmicGene24328 PE=4 SV=1",1.30E-08,GO:0005215;GO:0016021;GO:0016020;GO:0006810;GO:0055085,NA,NA,4.680614181,1.515944407,0.363612616,4.169119381,0.0000306,0.000175,TRUE
SymbC1.scaffold10181.2,tr|A0A1Q9D5I1|A0A1Q9D5I1_SYMMI,Beta-amylase OS=Symbiodinium microadriaticum GN=BMY1 PE=3 SV=1,3.07E-136,GO:0016021;GO:0000272;GO:0008152;GO:0016798;GO:0005975;GO:0016746;GO:0016740;GO:0016020;GO:0016787;GO:0016161;GO:0102229,NA,NA,13.12375948,1.077273322,0.2276631,4.731874967,0.00000222,0.0000163,TRUE
SymbC1.scaffold10186.1,tr|G0QP76|G0QP76_ICHMG,Putative uncharacterized protein OS=Ichthyophthirius multifiliis (strain G5) GN=IMG5_064880 PE=4 SV=1,4.29E-23,GO:0004462;GO:0046872,NA,NA,133.3240276,0.746941055,0.091266386,8.184185785,2.74E-16,8.9E-15,TRUE
SymbC1.scaffold10186.2,sp|O95271|TNKS1_HUMAN,Tankyrase-1 OS=Homo sapiens GN=TNKS PE=1 SV=2,0.00000355,GO:0000775;GO:0032210;GO:0005829;GO:0005856;GO:1904908;GO:0005794;GO:0008270;GO:0005515;GO:0000781;GO:0016757;GO:0018107;GO:1904357;GO:0016055;GO:0070212;GO:1904355;GO:0042393;GO:0005737;GO:0051301;GO:0090263;GO:0003950;GO:0000922;GO:0051225;GO:0005654;GO:0032212;GO:0006471;GO:0006810;GO:0016020;GO:0018105;GO:0051028;GO:0005634;GO:0000209;GO:0070213;GO:0015031;GO:0000139;GO:0070198;GO:0097431;GO:0000784;GO:0016740;GO:0007052;GO:0005643;GO:0046872;GO:0007049;GO:0045944;GO:1904743;GO:0051973;GO:0016604;GO:0000242;GO:0031965;GO:0016579;GO:0005694,K10799,PF02825;PF00644,13.34564809,0.724760196,0.278143274,2.605708148,0.009168455,0.02636809,TRUE
SymbC1.scaffold1019.13,sp|O14448|KAPR_MAGO7,cAMP-dependent protein kinase regulatory subunit OS=Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) GN=SUM1 PE=1 SV=1,4.36E-14,GO:0042802;GO:0005634;GO:0005886;GO:0045762;GO:0001932;GO:0000790;GO:0097271;GO:0000166;GO:0005952;GO:0046580;GO:0045859;GO:0005737;GO:0071901;GO:0008603;GO:0004862;GO:0030552,K04739,PF00027,43.79877502,0.470785624,0.1369822,3.436837963,0.000589,0.00243703,TRUE
SymbC1.scaffold1019.14,tr|A0A1Q9CTD9|A0A1Q9CTD9_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32726 PE=4 SV=1,1.08E-12,NA,NA,NA,11.13183525,-0.953288538,0.258291676,-3.690744331,0.000224,0.001039732,TRUE
SymbC1.scaffold1019.15,tr|A0A1Q9CFL0|A0A1Q9CFL0_SYMMI,NADP-dependent malic enzyme OS=Symbiodinium microadriaticum GN=ME1 PE=4 SV=1,5.69E-72,GO:0016272;GO:0016020;GO:0006457;GO:0051082;GO:0004471;GO:0008146;GO:0016021;GO:0004470;GO:0055114;GO:0051287,NA,NA,41.67943473,-0.43389745,0.130189915,-3.332803844,0.00086,0.003391465,TRUE
SymbC1.scaffold1019.2,tr|A0A1Q9CTD8|A0A1Q9CTD8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32734 PE=4 SV=1,3.29E-50,NA,NA,PF00027,184.5092744,0.242945022,0.07897535,3.07621329,0.002096478,0.007373547,TRUE
SymbC1.scaffold1019.3,tr|A0A1Q9CTC8|A0A1Q9CTC8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32733 PE=4 SV=1,0,GO:0016020;GO:0016021,NA,NA,67.62910101,0.914697197,0.127567281,7.170311913,7.48E-13,1.58E-11,TRUE
SymbC1.scaffold1019.8,sp|P10978|POLX_TOBAC,Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1,1.77E-09,GO:0016779;GO:0015074;GO:0090305;GO:0046872;GO:0004518;GO:0008270;GO:0008233;GO:0016787;GO:0016740;GO:0003964;GO:0003676;GO:0006508;GO:0004519;GO:0004190;GO:0006278,NA,PF07727,19.54867978,0.947776175,0.170479087,5.559486455,2.71E-08,0.000000285,TRUE
SymbC1.scaffold10192.1,tr|A0A1Q9CP60|A0A1Q9CP60_SYMMI,Sodium channel protein type 9 subunit alpha OS=Symbiodinium microadriaticum GN=SCN9A PE=4 SV=1,3.10E-35,GO:0016020;GO:0055085;GO:0006811;GO:0034220;GO:0016021;GO:0005216;GO:0005509,NA,PF13202,13.58764829,1.069418713,0.222685275,4.802377307,0.00000157,0.0000118,TRUE
SymbC1.scaffold1020.1,sp|O13755|OSM1_SCHPO,Fumarate reductase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=osm1 PE=3 SV=1,5.16E-57,GO:0006106;GO:0006099;GO:0055114;GO:0000104;GO:0005739;GO:0016156;GO:0016491;GO:0005634;GO:0005737;GO:0005829,NA,PF00173;PF00890,43.42655525,-0.839818555,0.306452939,-2.740448687,0.006135536,0.018589081,TRUE
SymbC1.scaffold1020.3,tr|A0A1Q9DY52|A0A1Q9DY52_SYMMI,Translation initiation factor IF-2 OS=Symbiodinium microadriaticum GN=infB PE=4 SV=1,3.70E-14,GO:0003743;GO:0015780;GO:0016021;GO:0005794;GO:0005457;GO:0006413;GO:0016020;GO:0015783,NA,NA,26.62246205,0.711168404,0.133998552,5.307284235,0.000000111,0.00000105,TRUE
SymbC1.scaffold10201.1,sp|Q9UMS4|PRP19_HUMAN,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,6.42E-133,GO:0006974;GO:0071013;GO:0016607;GO:0042802;GO:0016567;GO:0005856;GO:0072422;GO:0000244;GO:0008380;GO:0000245;GO:0005515;GO:0045665;GO:0006281;GO:0005737;GO:0001833;GO:0006303;GO:0061630;GO:0016020;GO:0005654;GO:0048711;GO:0034613;GO:0048026;GO:0005634;GO:0005681;GO:0071006;GO:0006397;GO:0000209;GO:0004842;GO:0005811;GO:0006283;GO:0070534;GO:0035861;GO:0016740;GO:0000349;GO:0000974;GO:0000398;GO:0008610;GO:0010498;GO:0005819;GO:0034450,K10599,PF00400;PF08606,131.598047,-0.504035169,0.076553479,-6.584092243,4.58E-11,7.49E-10,TRUE
SymbC1.scaffold10206.1,tr|A0A1Q9EXH5|A0A1Q9EXH5_SYMMI;tr|A0A1Q9EWP5|A0A1Q9EWP5_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4016 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4341 PE=4 SV=1,1.25E-47,GO:0016021;GO:0016020,NA,NA,249.8850193,0.550511547,0.104889076,5.248511768,0.000000153,0.00000141,TRUE
SymbC1.scaffold10210.1,sp|Q8TF66|LRC15_HUMAN,Leucine-rich repeat-containing protein 15 OS=Homo sapiens GN=LRRC15 PE=2 SV=2,3.23E-14,GO:0005518;GO:0046426;GO:0001968;GO:0090005;GO:0006469;GO:0004860;GO:0016020;GO:0016021;GO:0030335;GO:0046813;GO:0070062;GO:0043236;GO:0019221;GO:0005737,NA,PF13855,3.815248079,1.830930965,0.488159457,3.750682156,0.000176,0.000842,TRUE
SymbC1.scaffold10226.2,tr|A0A1Q9CBV5|A0A1Q9CBV5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene39190 PE=4 SV=1,4.08E-38,NA,NA,PF15477,19.91499033,-0.508414566,0.155571864,-3.268036725,0.001082963,0.004143071,TRUE
SymbC1.scaffold1023.5,tr|A0A1Q9E419|A0A1Q9E419_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene15084 PE=4 SV=1,1.01E-65,GO:0016021;GO:0016020,NA,NA,20.96921727,-0.449579286,0.155043467,-2.89969835,0.003735219,0.012165145,TRUE
SymbC1.scaffold1023.8,tr|A0A1Q9E3Y7|A0A1Q9E3Y7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene15082 PE=4 SV=1,5E-83,GO:0016020;GO:0006468;GO:0004672;GO:0005524;GO:0016021,NA,NA,13.56299682,1.362371217,0.212880321,6.399704829,1.56E-10,2.34E-09,TRUE
SymbC1.scaffold1024.4,sp|P36183|ENPL_HORVU,Endoplasmin homolog OS=Hordeum vulgare PE=2 SV=1,1.48E-131,GO:0006950;GO:0000166;GO:0005524;GO:0051082;GO:0005783;GO:0006457;GO:0005788,NA,PF02518;PF00183,120.7437701,0.559606891,0.116203051,4.815767605,0.00000147,0.0000111,TRUE
SymbC1.scaffold10247.1,sp|Q7TNH6|NPHP3_MOUSE,Nephrocystin-3 OS=Mus musculus GN=Nphp3 PE=1 SV=2,1.73E-13,GO:0071908;GO:0016055;GO:0006629;GO:0072189;GO:0007163;GO:0048496;GO:0090090;GO:0001947;GO:0007368;GO:0060993;GO:0060027;GO:0060271;GO:0030324;GO:0071910;GO:2000095;GO:0042995;GO:0045494;GO:0097546;GO:1905515;GO:0003674;GO:0005929;GO:0030814;GO:0035469;GO:0071909;GO:0001822;GO:0097543;GO:0030198;GO:0003283,K19360,PF13424,1.371134693,4.086212376,0.72389404,5.644765875,1.65E-08,0.00000018,TRUE
SymbC1.scaffold10249.2,tr|A0A1Q9D0T9|A0A1Q9D0T9_SYMMI,Ribosomal RNA large subunit methyltransferase J OS=Symbiodinium microadriaticum GN=rlmJ PE=4 SV=1,1.05E-31,GO:0070475;GO:0016740;GO:0008168;GO:0008649;GO:0032259,NA,PF13578,17.36359988,-0.456208846,0.183208652,-2.490105363,0.012770523,0.03491837,TRUE
SymbC1.scaffold10249.3,sp|Q9D832|DNJB4_MOUSE,DnaJ homolog subfamily B member 4 OS=Mus musculus GN=Dnajb4 PE=1 SV=1,8.18E-29,GO:0032781;GO:0005829;GO:0070062;GO:0001671;GO:0051087;GO:0005886;GO:0006457;GO:0005737;GO:0051082;GO:0016020,K09510,PF00226;PF01556,49.12912668,-0.335086016,0.102701138,-3.262729342,0.001103448,0.004204892,TRUE
SymbC1.scaffold1026.2,sp|Q503E9|IMA6_DANRE,Importin subunit alpha-6 OS=Danio rerio GN=kpna5 PE=2 SV=2,3.83E-18,GO:0006607;GO:0005654;GO:0008139;GO:0006810;GO:0008565;GO:0006606;GO:0005643;GO:0005829;GO:0005634;GO:0005737;GO:0015031,NA,NA,31.46585352,-0.457273875,0.125720595,-3.637223268,0.000276,0.001251569,TRUE
SymbC1.scaffold1026.8,tr|A0A1Q9CPP8|A0A1Q9CPP8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene34188 PE=4 SV=1,2.26E-12,GO:0016021;GO:0016020,NA,NA,12.23889854,0.533755797,0.202259689,2.638962812,0.00831601,0.024259741,TRUE
SymbC1.scaffold10265.2,tr|A0A1Q9CQG3|A0A1Q9CQG3_SYMMI,DEAD-box ATP-dependent RNA helicase 21 OS=Symbiodinium microadriaticum GN=AK812_SmicGene33896 PE=4 SV=1,3.82E-145,GO:0004386;GO:0003676;GO:0005524,NA,NA,74.749328,0.657019136,0.103413696,6.353308719,2.11E-10,3.11E-09,TRUE
SymbC1.scaffold10267.1,sp|P0C0L7|PROP_ECOLI,Proline/betaine transporter OS=Escherichia coli (strain K12) GN=proP PE=1 SV=1,1.51E-09,GO:0071475;GO:0016021;GO:0007231;GO:0005215;GO:1905647;GO:0005886;GO:0031460;GO:0006865;GO:0055085;GO:0015653;GO:0022857;GO:0005887;GO:0015293;GO:0016020;GO:0006810,K03762,PF07727,12.29936449,0.783356801,0.217574649,3.600404748,0.000318,0.001420495,TRUE
SymbC1.scaffold10268.1,sp|Q9NZ56|FMN2_HUMAN,Formin-2 OS=Homo sapiens GN=FMN2 PE=1 SV=4,2.99E-23,GO:0005819;GO:0071456;GO:0042177;GO:0003779;GO:0046907;GO:0048471;GO:0035556;GO:0007275;GO:0005634;GO:0005886;GO:0015031;GO:0016344;GO:0006810;GO:0005783;GO:0016020;GO:0051017;GO:0051758;GO:0070649;GO:0005789;GO:0043066;GO:0005737;GO:0048477;GO:0040038;GO:0005730;GO:0003674;GO:0051295;GO:0005856;GO:0006974;GO:0016192;GO:0031410;GO:0005902;GO:0005938;GO:0030659;GO:0005829,K02184,PF02181,6.177665451,1.369329378,0.299770037,4.567932779,0.00000493,0.0000339,TRUE
SymbC1.scaffold1027.2,tr|A0A1Q9CKP1|A0A1Q9CKP1_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene35830 PE=4 SV=1,1.43E-49,GO:0046872;GO:0016021;GO:0016020,NA,NA,12.3949045,1.21068088,0.257172139,4.707667335,0.00000251,0.0000182,TRUE
SymbC1.scaffold1027.5,tr|A0A1Q9DSS2|A0A1Q9DSS2_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene19340 PE=4 SV=1,6.01E-73,GO:0016020;GO:0016021;GO:0046872,NA,NA,66.13697334,0.798215036,0.101272194,7.881877603,3.22E-15,9.28E-14,TRUE
SymbC1.scaffold1027.7,sp|Q6ZI17|OML2_ORYSJ,Protein MEI2-like 2 OS=Oryza sativa subsp. japonica GN=ML2 PE=2 SV=1,1.44E-14,GO:0003723;GO:0003676,NA,PF04059,33.38313721,0.372383254,0.125387098,2.969868989,0.002979268,0.010010563,TRUE
SymbC1.scaffold10271.4,sp|Q02357|ANK1_MOUSE,Ankyrin-1 OS=Mus musculus GN=Ank1 PE=1 SV=2,0.000000183,GO:0016529;GO:0005856;GO:0005886;GO:0030863;GO:0006888;GO:0014731;GO:0008093;GO:0072661;GO:0005737;GO:0030507;GO:0007165;GO:0019899;GO:0006779;GO:0015672;GO:0051117;GO:0048821;GO:0016020;GO:0055072,K10380,PF12796,13.40098987,-0.521619901,0.184077093,-2.833703493,0.0046012,0.01457255,TRUE
SymbC1.scaffold10275.2,tr|A0A1Q9F1J3|A0A1Q9F1J3_SYMMI,Putative serine/threonine-protein kinase-like protein CCR3 OS=Symbiodinium microadriaticum GN=CCR3 PE=4 SV=1,3.7E-76,GO:0016301;GO:0016310;GO:0005216;GO:0016020;GO:0006811;GO:0034220;GO:0016021;GO:0005509;GO:0055085,NA,PF00520,37.79884365,-0.362775086,0.130407607,-2.781855243,0.005404914,0.016729633,TRUE
SymbC1.scaffold1028.11,tr|A0A1Q9DH73|A0A1Q9DH73_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene23431 PE=4 SV=1,7.63E-58,GO:0016021;GO:0016020,NA,NA,16.28854806,0.445664321,0.176669562,2.522586896,0.011649516,0.032332771,TRUE
SymbC1.scaffold1028.2,tr|A0A1Q9E6T2|A0A1Q9E6T2_SYMMI;tr|C5KYD8|C5KYD8_PERM5,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene13951 PE=4 SV=1//description2:Putative uncharacterized protein OS=Perkinsus marinus (strain ATCC 50983 / TXsc) GN=Pmar_PMAR005850 PE=4 SV=1,4.25E-12,GO:0005509;GO:0051205;GO:0016021,NA,PF08685,82.15536033,-0.505253217,0.099503532,-5.077741511,0.000000382,0.00000327,TRUE
SymbC1.scaffold1028.6,sp|B3PDE5|CE2B_CELJU,Acetylxylan esterase / glucomannan deacetylase OS=Cellvibrio japonicus (strain Ueda107) GN=ce2C PE=1 SV=1,1.41E-14,GO:0045493;GO:0046555;GO:2000884;GO:0000272;GO:0016798;GO:0008152;GO:0005975;GO:0016787;GO:0016788;GO:0005576,NA,PF13472,12.16028249,-0.64870013,0.199986587,-3.2437182,0.001179804,0.004458715,TRUE
SymbC1.scaffold1028.7,tr|A0A1Q9F3T0|A0A1Q9F3T0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene1506 PE=4 SV=1,2.05E-18,GO:0055114;GO:0016491,NA,NA,9.231044311,-1.002838948,0.250108063,-4.009622621,0.0000608,0.000326,TRUE
SymbC1.scaffold1028.8,tr|A0A1Q9DLM2|A0A1Q9DLM2_SYMMI;tr|A0A1Q9F3T0|A0A1Q9F3T0_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene21737 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene1506 PE=4 SV=1,3.19E-29,GO:0055114;GO:0016491,NA,NA,21.68238134,-0.803342675,0.188561295,-4.260379489,0.0000204,0.000122,TRUE
SymbC1.scaffold1028.9,tr|A0A1Q9F2J0|A0A1Q9F2J0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene2108 PE=4 SV=1,1E-88,GO:0016021;GO:0016020,NA,NA,11.64642895,0.667286103,0.25262774,2.641380969,0.008256882,0.024129374,TRUE
SymbC1.scaffold10283.1,sp|P26300|ENO_SOLLC,Enolase OS=Solanum lycopersicum GN=PGH1 PE=2 SV=1,1.16E-139,GO:0016829;GO:0000015;GO:0005737;GO:0004634;GO:0000287;GO:0006096;GO:0046872,K01689,PF00113,40.69055655,-0.794890863,0.19162218,-4.148219499,0.0000335,0.000191,TRUE
SymbC1.scaffold1029.1,sp|Q9LYA9|CP41A_ARATH,"Chloroplast stem-loop binding protein of 41 kDa a, chloroplastic OS=Arabidopsis thaliana GN=CSP41A PE=1 SV=1",2.57E-43,GO:0009507;GO:0010287;GO:0019843;GO:0032544;GO:0009658;GO:0045893;GO:0010319;GO:0009941;GO:0005840;GO:0003723;GO:0003824;GO:0009735;GO:0009534;GO:0009570;GO:0005515;GO:0006364;GO:0009536;GO:0007623;GO:0008266;GO:0009579;GO:0048046;GO:0045727;GO:0050662,NA,NA,30.42199621,0.531662442,0.127481005,4.170522847,0.0000304,0.000174,TRUE
SymbC1.scaffold1029.2,sp|Q9P999|XYLS_SULSO,Alpha-xylosidase OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=xylS PE=1 SV=1,2.2E-41,GO:0061634;GO:0030246;GO:0005975;GO:0016787;GO:0004553;GO:0003824;GO:0016798;GO:0008152,K01811,PF01055;PF17137,96.0363036,0.617230193,0.08073326,7.645302518,2.08E-14,5.4E-13,TRUE
SymbC1.scaffold1029.3,tr|A0A1Q9E8W7|A0A1Q9E8W7_SYMMI;tr|A0A0V7ZWL5|A0A0V7ZWL5_9CYAN,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene13130 PE=4 SV=1//description2:Uncharacterized protein OS=Mastigocoleus testarum BC008 GN=BC008_33750 PE=4 SV=1,4.51E-70,GO:0031177,NA,NA,12.59936496,0.980238429,0.216344814,4.530907898,0.00000587,0.0000397,TRUE
SymbC1.scaffold1029.4,sp|Q0B016|PDRP1_SYNWW,"Putative pyruvate, phosphate dikinase regulatory protein 1 OS=Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen) GN=Swol_0347 PE=3 SV=1",3.39E-08,GO:0016740;GO:0000166;GO:0006468;GO:0016772;GO:0005524;GO:0004674;GO:0016310;GO:0016301,NA,PF03618,12.6913227,1.102292517,0.199442593,5.526866148,3.26E-08,0.00000034,TRUE
SymbC1.scaffold1029.5,tr|A0A1Q9CW25|A0A1Q9CW25_SYMMI,Metabotropic glutamate receptor 8 OS=Symbiodinium microadriaticum GN=GRM8 PE=4 SV=1,1.56E-109,GO:0016020;GO:0007186;GO:0016021;GO:0007165;GO:0004930,NA,NA,9.058678387,0.660950783,0.221412742,2.985152429,0.00283437,0.009581659,TRUE
SymbC1.scaffold103.1,tr|A0A1Q9DVU6|A0A1Q9DVU6_SYMMI,Translation initiation factor IF-2 OS=Symbiodinium microadriaticum GN=infB PE=4 SV=1,4.89E-06,GO:0006413;GO:0003743;GO:0006508;GO:0016787;GO:0005576,NA,PF12624,2.736387028,4.339735987,0.658978325,6.585551939,4.53E-11,7.42E-10,TRUE
SymbC1.scaffold103.5,tr|A0A1Q9C178|A0A1Q9C178_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene43364 PE=4 SV=1,4.25E-83,GO:0015074;GO:0003677;GO:0006310,NA,NA,4.763891527,4.195806884,0.541122891,7.753889098,8.91E-15,2.43E-13,TRUE
SymbC1.scaffold103.7,sp|P15345|FLAEY_CAUCR,Regulatory protein FlaEY OS=Caulobacter crescentus (strain ATCC 19089 / CB15) GN=flaEY PE=4 SV=2,1.46E-08,GO:0044781;GO:0006351;GO:0006355,NA,NA,38.15926931,0.612884299,0.132312411,4.632099868,0.00000362,0.0000254,TRUE
SymbC1.scaffold1030.2,sp|M1BYJ7|ENDB1_SOLTU,"External alternative NAD(P)H-ubiquinone oxidoreductase B1, mitochondrial OS=Solanum tuberosum GN=NDB1 PE=3 SV=1",6.40E-98,GO:0016020;GO:0055114;GO:0005739;GO:0005743;GO:0005777;GO:0016491;GO:0005758;GO:0005509;GO:0046872,NA,PF07992,87.47165531,-0.312231248,0.082248827,-3.796178727,0.000147,0.000714,TRUE
SymbC1.scaffold1030.3,sp|Q400C9|AMZ1_RAT,Archaemetzincin-1 OS=Rattus norvegicus GN=Amz1 PE=2 SV=1,6.01E-12,GO:0016787;GO:0008237;GO:0006508;GO:0046872;GO:0008270;GO:0008233,K06974,NA,48.869034,-0.420569615,0.117522601,-3.57862752,0.000345,0.001527973,TRUE
SymbC1.scaffold1030.4,sp|A9CJC9|PHRA_AGRFC,Deoxyribodipyrimidine photo-lyase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) GN=phrA PE=1 SV=1,1.85E-45,GO:0003677;GO:0006281;GO:0006974;GO:0000719;GO:0018298;GO:0016829;GO:0071949;GO:0003904,K01669,PF03441,19.01214028,0.490293436,0.170968922,2.867734268,0.004134226,0.013293916,TRUE
SymbC1.scaffold1030.7,sp|Q8W4G3|DTX46_ARATH,"Protein DETOXIFICATION 46, chloroplastic OS=Arabidopsis thaliana GN=DTX46 PE=2 SV=1",9.64E-22,GO:0009941;GO:0015238;GO:0006855;GO:0016021;GO:0031969;GO:0055085;GO:0009507;GO:0016020;GO:0006810;GO:0009536;GO:0015297,NA,PF01554,22.48721065,0.462898008,0.148457338,3.118054065,0.001820494,0.006537917,TRUE
SymbC1.scaffold1030.8,tr|A0A1Q9E093|A0A1Q9E093_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene16477 PE=4 SV=1,1.49E-68,GO:0008152;GO:0016846,NA,PF04828,5.586864018,1.463740746,0.369116856,3.965521274,0.0000732,0.000385,TRUE
SymbC1.scaffold10300.2,tr|A0A1Q9DHH8|A0A1Q9DHH8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene23337 PE=4 SV=1,2.26E-54,NA,NA,PF04232,26.04049208,-0.462351151,0.15632152,-2.957693542,0.003099501,0.010362319,TRUE
SymbC1.scaffold10305.1,sp|Q3URE1|ACSF3_MOUSE,"Acyl-CoA synthetase family member 3, mitochondrial OS=Mus musculus GN=Acsf3 PE=1 SV=2",1.15E-34,GO:0016874;GO:0005739;GO:0000166;GO:0016878;GO:0090409;GO:0008152;GO:0003824;GO:0005524;GO:0006629;GO:0006631;GO:0090410;GO:0006633,K18660,PF00501;PF13193,86.93078506,0.560523962,0.091125404,6.151127298,7.69E-10,1.04E-08,TRUE
SymbC1.scaffold10308.1,sp|Q9CA67|CHLP_ARATH,"Geranylgeranyl diphosphate reductase, chloroplastic OS=Arabidopsis thaliana GN=CHLP PE=1 SV=1",0.00E+00,GO:0016491;GO:0005515;GO:0009534;GO:0009536;GO:0045550;GO:0009941;GO:0010189;GO:0102067;GO:0015979;GO:0051188;GO:0031969;GO:0009507;GO:0016628;GO:0016020;GO:0009535;GO:0015995;GO:0055114,K10960,PF01494,275.6738834,-0.214135424,0.079332103,-2.69922789,0.006950057,0.020728442,TRUE
SymbC1.scaffold10322.2,tr|A0A1Q9EU97|A0A1Q9EU97_SYMMI,Putative membrane protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene5213 PE=4 SV=1,7.14E-25,GO:0055085;GO:0016020;GO:0006810;GO:0005216;GO:0006811;GO:0034220;GO:0016021,NA,NA,21.72646006,0.977942426,0.18219768,5.367480111,7.98E-08,0.000000779,TRUE
SymbC1.scaffold10322.3,sp|P55934|CNG_ICTPU,Cyclic nucleotide-gated cation channel OS=Ictalurus punctatus PE=2 SV=1,1.44E-12,GO:0030552;GO:0030553;GO:0055085;GO:0000166;GO:0006810;GO:0016020;GO:0006811;GO:0005216;GO:0007608;GO:0016021;GO:0050896;GO:0034220,NA,NA,50.79222998,0.866107068,0.143134957,6.050982148,1.44E-09,1.87E-08,TRUE
SymbC1.scaffold10331.2,sp|P08183|MDR1_HUMAN,Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3,0,GO:0099040;GO:0045332;GO:1901529;GO:0016021;GO:0016887;GO:0042626;GO:0090555;GO:0005215;GO:0042908;GO:0006810;GO:0090554;GO:0016020;GO:0000086;GO:0016787;GO:0099038;GO:0005886;GO:0072089;GO:0005524;GO:0006855;GO:0047484;GO:0070062;GO:0009986;GO:0042493;GO:2001225;GO:0055085;GO:0016324;GO:0000166;GO:0008559;GO:0005515,K05658,PF00664;PF00005,31.97071347,0.566034127,0.192943057,2.933684872,0.003349641,0.011090516,TRUE
SymbC1.scaffold10337.1,sp|O80396|M2K3_ARATH,Mitogen-activated protein kinase kinase 3 OS=Arabidopsis thaliana GN=MKK3 PE=1 SV=1,1.63E-44,GO:0009864;GO:0000187;GO:0000165;GO:0016740;GO:0000166;GO:0005515;GO:0009738;GO:0016310;GO:0005524;GO:0004672;GO:0009866;GO:0007346;GO:0006468;GO:0006952;GO:0031098;GO:0009737;GO:0016301;GO:0009814;GO:0004674;GO:0005737;GO:0004707;GO:0004708,K20607,PF00069,24.55264075,-0.451782886,0.151778923,-2.976585136,0.002914781,0.009819341,TRUE
SymbC1.scaffold10338.2,tr|A0A1Q9CHQ6|A0A1Q9CHQ6_SYMMI,Cactin OS=Symbiodinium microadriaticum GN=CACTIN PE=4 SV=1,6.87E-23,GO:0003723,NA,NA,2.251807155,0.978037979,0.411944279,2.374199686,0.017587036,0.045648417,TRUE
SymbC1.scaffold10339.1,tr|A0A1Q9C418|A0A1Q9C418_SYMMI;tr|A0A1Q9C424|A0A1Q9C424_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene42263 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene42264 PE=4 SV=1,1.06E-52,GO:0016020;GO:0016021,NA,NA,48.94050457,-0.357879346,0.120433864,-2.971584025,0.002962678,0.009959123,TRUE
