Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,Hw1-1a,Hw1-1b,Hw1-1c,Hw1-4a,Hw1-4b,Hw1-4c,Hw1-5a,Hw1-5b,Hw1-5c,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-1a,Hw2-1b,Hw2-1c,Hw2-4a,Hw2-4b,Hw2-4c,Hw2-5a,Hw2-5b,Hw2-5c,Hw2-6b,Hw2-6c,Wt1-1a,Wt1-1b,Wt1-1c,Wt1-4a,Wt1-4b,Wt1-4c,Wt1-5a,Wt1-5b,Wt1-5c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-1a,Wt2-1b,Wt2-1c,Wt2-4a,Wt2-4b,Wt2-4c,Wt2-5a,Wt2-5b,Wt2-5c,Wt2-6a,Wt2-6b,Wt2-6c
SymbC1.scaffold1009.1,sp|Q45480|YLYB_BACSU,Uncharacterized RNA pseudouridine synthase YlyB OS=Bacillus subtilis (strain 168) GN=ylyB PE=3 SV=3,4.92E-09,GO:0009982;GO:0000455;GO:0005829;GO:0001522;GO:0003723;GO:0009451;GO:0016853,K06180,NA,33.36083941,-0.543255534,0.152449453,-3.563512524,0.000366,0.001606751,TRUE,31,35,42,41,56,26,53,30,88,67,84,73,52,33,20,65,58,41,64,86,31,54,87,16,27,8,20,27,69,22,29,33,30,45,40,18,3,8,36,13,54,8,11,9,42,83,25
SymbC1.scaffold10094.1,sp|Q07973|CP24A_HUMAN,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial OS=Homo sapiens GN=CYP24A1 PE=1 SV=2",6.48E-35,GO:0046872;GO:0005741;GO:0020037;GO:0042369;GO:0005654;GO:0006766;GO:0005506;GO:0005739;GO:0055114;GO:0016705;GO:0008403;GO:0033280;GO:0016491;GO:0001649;GO:0005634;GO:0005886;GO:0042359;GO:0030342;GO:0004497;GO:0070561,K07436,PF00067,21.682492,-0.951155385,0.197263082,-4.821760751,0.00000142,0.0000109,TRUE,14,13,33,49,35,15,49,38,63,61,96,88,17,10,3,16,20,13,38,34,33,34,27,15,24,8,19,18,62,5,25,46,31,25,16,25,2,6,11,10,23,11,24,3,26,28,7
SymbC1.scaffold10104.2,tr|A0A1Q9DAT2|A0A1Q9DAT2_SYMMI;tr|A0A1Q9DIG0|A0A1Q9DIG0_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25884 PE=4 SV=1//description2:Histone-lysine N-methyltransferase EHMT1 OS=Symbiodinium microadriaticum GN=Ehmt1 PE=4 SV=1,3.15E-15,GO:0008168;GO:0016740;GO:0032259,NA,NA,2.731140909,-1.094681832,0.435157244,-2.515600615,0.011882975,0.032904206,TRUE,3,6,5,6,0,2,10,5,5,6,17,14,3,0,0,7,1,0,9,2,3,3,9,0,1,1,3,2,6,4,3,3,1,2,6,2,0,0,1,4,9,1,1,0,2,6,0
SymbC1.scaffold10104.3,tr|A0A1Q9DA57|A0A1Q9DA57_SYMMI,Putative phenylalanine--tRNA ligase beta subunit OS=Symbiodinium microadriaticum GN=AK812_SmicGene26211 PE=4 SV=1,3.16E-42,GO:0004826;GO:0000287;GO:0005737;GO:0005524;GO:0016874;GO:0006432;GO:0003723;GO:0000166,NA,NA,12.95584869,-0.537932755,0.19325878,-2.783484166,0.005377849,0.016652486,TRUE,10,18,15,12,16,14,18,16,28,22,41,38,21,8,13,25,18,17,33,33,10,48,32,2,10,6,4,4,26,5,11,9,13,20,9,11,3,7,10,4,22,4,8,2,11,22,10
SymbC1.scaffold10110.2,tr|A0A1Q9F676|A0A1Q9F676_SYMMI,Autophagy-related protein 18a OS=Symbiodinium microadriaticum GN=ATG18A PE=3 SV=1,1.63E-18,GO:0016021;GO:0003777;GO:0005524;GO:0007018;GO:0016020;GO:0008017;GO:0000166,NA,NA,37.3712207,-0.659943757,0.11403143,-5.787384749,7.15E-09,8.31E-08,TRUE,17,32,42,88,58,41,76,70,97,116,154,138,27,17,14,50,43,38,69,76,51,64,82,10,24,11,19,21,78,12,20,44,41,52,44,35,7,6,32,24,76,13,28,22,39,73,29
SymbC1.scaffold10122.1,sp|P05102|MTH1_HAEPH,Modification methylase HhaI OS=Haemophilus parahaemolyticus GN=hhaIM PE=1 SV=1,0.000000941,GO:0009307;GO:0032259;GO:0090116;GO:0016740;GO:0008168;GO:0003886,NA,PF00145,30.31196887,5.511044168,1.071178894,5.144840136,0.000000268,0.00000236,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,116,57,65,149,96,99,252,216,82,207,199,2,1,0,3,2,0,2,65,0,1,106,1,146,1,2,2,5,6,1,0,0,2,2,2
SymbC1.scaffold10122.2,tr|A0A1Q9BYH8|A0A1Q9BYH8_SYMMI;tr|A0A1Q9EMG2|A0A1Q9EMG2_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene44446 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene7853 PE=4 SV=1,2.78E-19,GO:0051315;GO:0043515;GO:0007080;GO:0003777;GO:0007059;GO:0005623;GO:0008017,NA,NA,52.58984056,7.287776241,0.62710819,11.62124233,3.21E-31,4.19E-29,TRUE,0,0,1,2,0,0,0,0,0,1,0,0,112,80,78,146,107,84,236,203,104,214,241,34,49,28,40,35,101,12,117,110,42,122,67,146,5,16,27,43,64,26,43,0,53,69,20
SymbC1.scaffold1014.4,sp|P54399|PDI_DROME,Protein disulfide-isomerase OS=Drosophila melanogaster GN=Pdi PE=2 SV=1,2.64E-45,GO:0070732;GO:0005783;GO:0060187;GO:1902175;GO:0043025;GO:0005635;GO:0005737;GO:0003756;GO:0005791;GO:0048471;GO:0045454;GO:0005788;GO:0034976;GO:0019511;GO:0045169;GO:0016853;GO:0006457;GO:0005615;GO:0012505,K09580,PF00085,38.98586247,0.430355319,0.12576699,3.421846388,0.000622,0.002557737,TRUE,25,41,33,26,35,20,51,29,76,57,72,71,39,27,31,52,46,27,84,58,31,45,74,15,45,26,31,32,68,28,49,65,38,50,49,56,17,25,25,34,98,13,25,11,45,95,37
SymbC1.scaffold1014.5,sp|Q2KHT8|DIM1_BOVIN,Probable dimethyladenosine transferase OS=Bos taurus GN=DIMT1 PE=2 SV=1,3.30E-97,GO:0005730;GO:0000179;GO:0016740;GO:0008649;GO:0005759;GO:0006364;GO:0031167;GO:0052909;GO:0005829;GO:0008168;GO:0000154;GO:0005634;GO:0003723;GO:0032259,K14191,PF00398;PF01834,123.2696746,0.263059055,0.07179096,3.664236495,0.000248,0.001141499,TRUE,64,89,99,155,102,75,150,112,246,219,273,214,116,56,49,194,135,111,220,256,134,212,267,58,138,69,135,119,293,98,140,197,147,188,160,132,29,42,99,111,217,66,98,72,171,288,78
SymbC1.scaffold1014.7,sp|Q28HC6|TGT_XENTR,Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Xenopus tropicalis GN=qtrt1 PE=2 SV=2,2.13E-139,GO:0006400;GO:0008479;GO:0046982;GO:0016740;GO:0016757;GO:0016020;GO:0005739;GO:0016763;GO:0005741;GO:0046872;GO:0005737;GO:0101030;GO:0008033;GO:0042803,K00773,PF01702,32.73737019,0.424608389,0.133231839,3.186988878,0.001437623,0.005310055,TRUE,33,22,29,36,20,18,45,32,48,50,58,54,31,18,15,55,24,26,62,73,24,58,42,19,44,14,38,27,92,24,34,54,30,38,49,30,5,19,30,31,72,19,26,20,33,88,27
SymbC1.scaffold1014.8,sp|Q73E41|BACA1_BACC1,Calcium-transporting ATPase 1 OS=Bacillus cereus (strain ATCC 10987 / NRS 248) GN=BCE_0519 PE=1 SV=1,1.21E-140,GO:0000166;GO:0016787;GO:0099132;GO:0005388;GO:0006810;GO:0006811;GO:0016020;GO:0016021;GO:0005524;GO:0046872;GO:0006816;GO:0070588;GO:0005886,K01537,PF00122;PF00690;PF00689;PF00702,88.38248914,0.912142132,0.130735181,6.977021228,3.02E-12,5.81E-11,TRUE,29,34,41,83,72,62,50,101,161,114,123,145,59,41,29,165,81,92,177,132,124,101,191,45,84,45,74,85,208,43,111,149,144,121,117,106,44,47,73,105,224,49,63,61,130,230,78
SymbC1.scaffold1014.9,sp|Q73E41|BACA1_BACC1,Calcium-transporting ATPase 1 OS=Bacillus cereus (strain ATCC 10987 / NRS 248) GN=BCE_0519 PE=1 SV=1,2.67E-57,GO:0006811;GO:0016020;GO:0006810;GO:0005388;GO:0099132;GO:0016787;GO:0000166;GO:0005886;GO:0070588;GO:0006816;GO:0046872;GO:0016021;GO:0005524,K01537,PF00702,33.89546785,0.501694802,0.14118711,3.553403734,0.00038,0.001661963,TRUE,15,17,28,37,33,22,24,40,67,45,57,72,24,19,10,58,47,30,64,71,32,41,102,17,37,12,37,37,109,30,32,36,32,66,39,45,6,21,40,44,123,10,16,10,36,83,29
SymbC1.scaffold10144.2,sp|P0C5D7|PP2A4_ORYSI,Putative serine/threonine-protein phosphatase PP2A-4 catalytic subunit OS=Oryza sativa subsp. indica GN=PP2A4 PE=3 SV=1,8.16E-35,GO:0016787;GO:0004721;GO:0046872;GO:0005737;GO:0006470,NA,PF00149,66.97708519,0.44226884,0.114267326,3.870475098,0.000109,0.000545,TRUE,41,54,82,69,64,42,92,75,107,115,137,141,45,37,38,64,42,43,107,113,64,130,99,34,73,26,46,28,117,43,78,114,77,82,59,98,22,39,63,79,114,56,55,62,61,163,54
SymbC1.scaffold10145.1,tr|A0A1Q9EGX3|A0A1Q9EGX3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene10054 PE=4 SV=1,1.05E-154,GO:0003677;GO:0006310;GO:0015074,NA,NA,77.52684748,0.51967275,0.096132366,5.405804211,6.45E-08,0.00000064,TRUE,43,44,54,86,56,37,97,84,117,114,157,146,69,48,49,139,82,61,146,103,65,137,169,39,85,37,78,72,190,39,80,127,86,130,106,94,24,37,65,113,180,36,65,41,91,184,48
SymbC1.scaffold1015.2,tr|A0A1Q9DWV2|A0A1Q9DWV2_SYMMI,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Symbiodinium microadriaticum GN=SDH1 PE=3 SV=1",2.40E-14,GO:0050660;GO:0016020;GO:0006412;GO:0006099;GO:0005622;GO:0008177;GO:0003735;GO:0055114;GO:0005743;GO:0016491;GO:0016627;GO:0022900;GO:0005840,NA,NA,20.22665355,-0.404463948,0.159787642,-2.531259248,0.011365381,0.03167399,TRUE,12,12,20,31,25,14,38,13,48,49,45,79,29,11,9,41,21,32,36,42,19,53,60,9,13,5,21,15,45,9,20,26,26,43,24,20,2,4,14,10,23,6,14,10,24,40,22
SymbC1.scaffold1015.3,sp|Q9C912|R35A3_ARATH,60S ribosomal protein L35a-3 OS=Arabidopsis thaliana GN=RPL35AC PE=3 SV=1,7.72E-41,GO:0002181;GO:0003735;GO:0022625;GO:0030529;GO:0005840;GO:0005622;GO:0006412;GO:0042256;GO:0042273,K02917,PF01247,371.8095433,-0.801300251,0.140199161,-5.71544257,1.09E-08,0.000000123,TRUE,609,420,364,332,350,384,1316,579,1401,1124,941,754,310,276,290,334,233,208,569,963,398,815,748,157,241,175,152,170,357,179,547,423,315,500,377,369,81,139,165,175,513,198,272,106,352,562,211
SymbC1.scaffold10168.1,sp|Q9M2G7|LPPD_ARATH,Lipid phosphate phosphatase delta OS=Arabidopsis thaliana GN=LPPD PE=2 SV=1,3.12E-25,GO:0009737;GO:0005789;GO:0090332;GO:0006629;GO:0016021;GO:0005783;GO:0016020;GO:0006665;GO:0016787,NA,PF01569,85.91246716,-0.325449113,0.096347703,-3.377860638,0.000731,0.002941882,TRUE,81,94,76,129,94,87,174,82,198,193,198,200,104,42,63,138,86,83,141,193,74,143,161,37,75,47,49,70,175,65,76,93,57,123,90,88,29,32,72,74,142,34,46,28,77,170,63
SymbC1.scaffold10168.2,tr|A0A1Q9EV87|A0A1Q9EV87_SYMMI,Voltage-dependent T-type calcium channel subunit alpha-1H OS=Symbiodinium microadriaticum GN=CACNA1H PE=4 SV=1,1.14E-38,GO:0005216;GO:0005509;GO:0006811;GO:0034220;GO:0016021;GO:0055085;GO:0016020,NA,PF16016,9.395204749,0.94977845,0.244498296,3.884601509,0.000102,0.000518,TRUE,6,8,6,10,5,1,10,5,19,14,12,10,11,5,9,17,8,13,28,21,5,16,13,2,3,8,6,9,34,4,5,17,8,15,7,11,2,6,11,7,19,3,6,9,14,33,14
SymbC1.scaffold10168.3,sp|Q8GWB7|GUX6_ARATH,Inositol phosphorylceramide glucuronosyltransferase 1 OS=Arabidopsis thaliana GN=IPUT1 PE=1 SV=1,4.95E-08,GO:0016740;GO:1990482;GO:0005802;GO:0015020;GO:0016757;GO:0016020;GO:0016021;GO:0046513;GO:0046872;GO:0005768;GO:0000139;GO:0005794,NA,NA,9.10081905,0.521661627,0.219394103,2.377737688,0.017419212,0.045303546,TRUE,5,4,6,9,10,8,9,11,21,9,19,19,6,3,8,7,12,5,17,14,6,16,16,9,5,2,12,8,21,8,11,15,12,9,10,10,0,7,9,6,21,2,9,5,17,30,8
SymbC1.scaffold1017.2,sp|Q55DS4|LIMG_DICDI,LIM domain-containing protein G OS=Dictyostelium discoideum GN=limG PE=4 SV=1,1.45E-09,GO:0046872,NA,PF00412,16.06179623,0.77085783,0.184719907,4.173117245,0.00003,0.000172,TRUE,5,6,10,14,9,9,14,16,17,16,35,43,15,5,4,38,26,19,26,42,12,38,47,3,11,2,17,25,36,19,13,20,17,32,34,19,5,1,19,19,35,10,8,7,25,48,22
SymbC1.scaffold1018.4,sp|O14792|HS3S1_HUMAN,Heparan sulfate glucosamine 3-O-sulfotransferase 1 OS=Homo sapiens GN=HS3ST1 PE=1 SV=1,1.74E-14,GO:0005794;GO:0008467;GO:0006024;GO:0016021;GO:0016740;GO:0005796;GO:0008146,K01024,PF00685,14.64794933,-0.445417386,0.183819234,-2.423127201,0.015387538,0.040904269,TRUE,9,11,11,23,10,9,33,17,48,38,48,38,25,10,8,41,15,21,26,38,17,41,33,2,7,8,11,10,28,8,14,21,10,20,13,24,4,5,6,9,19,4,7,9,10,34,7
SymbC1.scaffold10180.1,tr|A0A1Q9CE87|A0A1Q9CE87_SYMMI;tr|A0A1Q9DEW1|A0A1Q9DEW1_SYMMI,"description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene38255 PE=4 SV=1//description2:Pentatricopeptide repeat-containing protein, mitochondrial OS=Symbiodinium microadriaticum GN=AK812_SmicGene24328 PE=4 SV=1",0.000000013,GO:0005215;GO:0016021;GO:0016020;GO:0006810;GO:0055085,NA,NA,4.680614181,1.515944407,0.363612616,4.169119381,0.0000306,0.000175,TRUE,4,3,1,2,3,0,3,0,5,1,1,6,13,3,6,9,7,8,8,5,2,6,11,7,6,4,5,2,12,2,5,5,4,6,4,8,2,3,2,3,12,1,2,2,7,16,2
SymbC1.scaffold10181.2,tr|A0A1Q9D5I1|A0A1Q9D5I1_SYMMI,Beta-amylase OS=Symbiodinium microadriaticum GN=BMY1 PE=3 SV=1,3.07E-136,GO:0016021;GO:0000272;GO:0008152;GO:0016798;GO:0005975;GO:0016746;GO:0016740;GO:0016020;GO:0016787;GO:0016161;GO:0102229,NA,NA,13.12375948,1.077273322,0.2276631,4.731874967,0.00000222,0.0000163,TRUE,6,4,5,14,6,3,7,10,16,17,21,32,6,5,2,10,12,1,14,13,13,9,14,10,21,9,19,15,35,16,19,27,17,11,26,6,10,3,19,12,43,8,10,9,18,38,13
SymbC1.scaffold10186.1,tr|G0QP76|G0QP76_ICHMG,Putative uncharacterized protein OS=Ichthyophthirius multifiliis (strain G5) GN=IMG5_064880 PE=4 SV=1,4.29E-23,GO:0004462;GO:0046872,NA,NA,133.3240276,0.746941055,0.091266386,8.184185785,2.74E-16,8.9E-15,TRUE,42,54,74,123,82,70,137,183,242,182,269,231,104,72,48,178,106,103,309,259,170,236,231,63,147,69,110,109,290,95,188,287,192,211,159,207,35,54,109,153,318,123,132,71,147,316,91
SymbC1.scaffold10186.2,sp|O95271|TNKS1_HUMAN,Tankyrase-1 OS=Homo sapiens GN=TNKS PE=1 SV=2,3.55E-06,GO:0000775;GO:0032210;GO:0005829;GO:0005856;GO:1904908;GO:0005794;GO:0008270;GO:0005515;GO:0000781;GO:0016757;GO:0018107;GO:1904357;GO:0016055;GO:0070212;GO:1904355;GO:0042393;GO:0005737;GO:0051301;GO:0090263;GO:0003950;GO:0000922;GO:0051225;GO:0005654;GO:0032212;GO:0006471;GO:0006810;GO:0016020;GO:0018105;GO:0051028;GO:0005634;GO:0000209;GO:0070213;GO:0015031;GO:0000139;GO:0070198;GO:0097431;GO:0000784;GO:0016740;GO:0007052;GO:0005643;GO:0046872;GO:0007049;GO:0045944;GO:1904743;GO:0051973;GO:0016604;GO:0000242;GO:0031965;GO:0016579;GO:0005694,K10799,PF02825;PF00644,13.34564809,0.724760196,0.278143274,2.605708148,0.009168455,0.02636809,TRUE,1,9,6,5,8,5,15,11,14,11,13,5,19,8,11,27,20,23,52,40,17,26,47,13,14,9,8,15,39,2,19,42,17,34,19,21,2,0,3,4,8,10,18,3,16,25,2
SymbC1.scaffold1019.13,sp|O14448|KAPR_MAGO7,cAMP-dependent protein kinase regulatory subunit OS=Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) GN=SUM1 PE=1 SV=1,4.36E-14,GO:0042802;GO:0005634;GO:0005886;GO:0045762;GO:0001932;GO:0000790;GO:0097271;GO:0000166;GO:0005952;GO:0046580;GO:0045859;GO:0005737;GO:0071901;GO:0008603;GO:0004862;GO:0030552,K04739,PF00027,43.79877502,0.470785624,0.1369822,3.436837963,0.000589,0.00243703,TRUE,22,28,28,40,39,23,25,69,97,59,69,78,32,31,20,83,44,57,91,68,58,74,128,19,52,20,39,40,96,17,56,71,53,73,53,66,13,21,43,40,109,27,31,14,42,100,29
SymbC1.scaffold1019.14,tr|A0A1Q9CTD9|A0A1Q9CTD9_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32726 PE=4 SV=1,1.08E-12,NA,NA,NA,11.13183525,-0.953288538,0.258291676,-3.690744331,0.000224,0.001039732,TRUE,12,11,12,17,9,6,46,14,19,41,37,32,23,9,15,14,11,5,28,34,7,20,16,2,10,6,6,7,17,5,6,9,12,24,11,10,0,5,9,3,18,4,2,5,3,21,6
SymbC1.scaffold1019.15,tr|A0A1Q9CFL0|A0A1Q9CFL0_SYMMI,NADP-dependent malic enzyme OS=Symbiodinium microadriaticum GN=ME1 PE=4 SV=1,5.69E-72,GO:0016272;GO:0016020;GO:0006457;GO:0051082;GO:0004471;GO:0008146;GO:0016021;GO:0004470;GO:0055114;GO:0051287,NA,NA,41.67943473,-0.43389745,0.130189915,-3.332803844,0.00086,0.003391465,TRUE,35,50,53,51,34,22,91,61,86,93,117,96,54,34,33,56,41,43,86,94,45,92,64,25,39,18,35,23,92,33,28,41,29,49,37,52,15,15,35,31,78,9,23,13,15,74,27
SymbC1.scaffold1019.2,tr|A0A1Q9CTD8|A0A1Q9CTD8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32734 PE=4 SV=1,3.29E-50,NA,NA,PF00027,184.5092744,0.242945022,0.07897535,3.07621329,0.002096478,0.007373547,TRUE,92,115,203,218,183,114,233,234,341,361,405,447,201,83,61,317,191,194,383,369,189,351,404,73,168,84,119,159,446,115,147,281,230,232,209,209,53,76,176,208,427,84,116,120,212,456,153
SymbC1.scaffold1019.3,tr|A0A1Q9CTC8|A0A1Q9CTC8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32733 PE=4 SV=1,0,GO:0016020;GO:0016021,NA,NA,67.62910101,0.914697197,0.127567281,7.170311913,7.48E-13,1.58E-11,TRUE,14,39,24,45,26,45,33,44,98,80,95,121,87,34,23,208,119,103,159,175,61,123,265,22,56,25,75,69,189,44,80,82,108,145,91,76,18,29,66,60,147,36,28,39,89,179,53
SymbC1.scaffold1019.8,sp|P10978|POLX_TOBAC,Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1,1.77E-09,GO:0016779;GO:0015074;GO:0090305;GO:0046872;GO:0004518;GO:0008270;GO:0008233;GO:0016787;GO:0016740;GO:0003964;GO:0003676;GO:0006508;GO:0004519;GO:0004190;GO:0006278,NA,PF07727,19.54867978,0.947776175,0.170479087,5.559486455,2.71E-08,0.000000285,TRUE,8,10,8,14,12,9,23,16,28,34,40,22,17,9,3,22,18,7,29,31,19,35,29,10,36,7,27,29,61,12,29,18,40,35,19,27,3,10,24,22,52,9,16,16,27,63,17
SymbC1.scaffold10192.1,tr|A0A1Q9CP60|A0A1Q9CP60_SYMMI,Sodium channel protein type 9 subunit alpha OS=Symbiodinium microadriaticum GN=SCN9A PE=4 SV=1,3.1E-35,GO:0016020;GO:0055085;GO:0006811;GO:0034220;GO:0016021;GO:0005216;GO:0005509,NA,PF13202,13.58764829,1.069418713,0.222685275,4.802377307,0.00000157,0.0000118,TRUE,6,4,3,12,9,6,16,19,31,13,30,30,9,2,3,16,1,14,34,25,18,17,18,5,15,4,10,12,24,14,11,16,9,32,11,21,9,7,19,31,56,10,10,6,11,41,13
SymbC1.scaffold1020.1,sp|O13755|OSM1_SCHPO,Fumarate reductase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=osm1 PE=3 SV=1,5.16E-57,GO:0006106;GO:0006099;GO:0055114;GO:0000104;GO:0005739;GO:0016156;GO:0016491;GO:0005634;GO:0005737;GO:0005829,NA,PF00173;PF00890,43.42655525,-0.839818555,0.306452939,-2.740448687,0.006135536,0.018589081,TRUE,20,41,22,102,60,55,42,44,121,97,143,200,74,30,19,160,107,97,100,164,37,85,213,5,18,9,22,24,62,37,7,6,3,110,14,38,6,14,39,25,75,5,4,6,39,83,39
SymbC1.scaffold1020.3,tr|A0A1Q9DY52|A0A1Q9DY52_SYMMI,Translation initiation factor IF-2 OS=Symbiodinium microadriaticum GN=infB PE=4 SV=1,3.7E-14,GO:0003743;GO:0015780;GO:0016021;GO:0005794;GO:0005457;GO:0006413;GO:0016020;GO:0015783,NA,NA,26.62246205,0.711168404,0.133998552,5.307284235,0.000000111,0.00000105,TRUE,8,11,24,39,19,19,25,26,54,37,48,56,20,15,5,24,17,24,38,36,16,34,46,11,26,13,30,26,71,11,33,54,42,36,29,33,12,10,31,29,79,10,29,24,40,67,27
SymbC1.scaffold10201.1,sp|Q9UMS4|PRP19_HUMAN,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,6.42E-133,GO:0006974;GO:0071013;GO:0016607;GO:0042802;GO:0016567;GO:0005856;GO:0072422;GO:0000244;GO:0008380;GO:0000245;GO:0005515;GO:0045665;GO:0006281;GO:0005737;GO:0001833;GO:0006303;GO:0061630;GO:0016020;GO:0005654;GO:0048711;GO:0034613;GO:0048026;GO:0005634;GO:0005681;GO:0071006;GO:0006397;GO:0000209;GO:0004842;GO:0005811;GO:0006283;GO:0070534;GO:0035861;GO:0016740;GO:0000349;GO:0000974;GO:0000398;GO:0008610;GO:0010498;GO:0005819;GO:0034450,K10599,PF00400;PF08606,131.598047,-0.504035169,0.076553479,-6.584092243,4.58E-11,7.49E-10,TRUE,145,121,136,182,146,102,272,195,359,300,371,357,177,94,92,212,158,123,250,280,190,289,276,62,89,46,81,80,195,61,131,174,111,179,111,160,21,43,79,100,237,56,74,51,116,242,71
SymbC1.scaffold10206.1,tr|A0A1Q9EXH5|A0A1Q9EXH5_SYMMI;tr|A0A1Q9EWP5|A0A1Q9EWP5_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4016 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4341 PE=4 SV=1,1.25E-47,GO:0016021;GO:0016020,NA,NA,249.8850193,0.550511547,0.104889076,5.248511768,0.000000153,0.00000141,TRUE,58,131,172,254,224,181,209,298,568,300,469,541,240,92,104,499,288,286,537,484,275,348,609,79,255,86,268,220,627,185,288,368,417,366,287,310,70,70,224,295,604,159,189,157,308,657,184
SymbC1.scaffold10210.1,sp|Q8TF66|LRC15_HUMAN,Leucine-rich repeat-containing protein 15 OS=Homo sapiens GN=LRRC15 PE=2 SV=2,3.23E-14,GO:0005518;GO:0046426;GO:0001968;GO:0090005;GO:0006469;GO:0004860;GO:0016020;GO:0016021;GO:0030335;GO:0046813;GO:0070062;GO:0043236;GO:0019221;GO:0005737,NA,PF13855,3.815248079,1.830930965,0.488159457,3.750682156,0.000176,0.000842,TRUE,0,0,0,2,3,0,2,2,6,5,12,1,1,0,0,0,0,1,2,2,0,0,0,9,9,3,6,5,7,4,3,0,2,2,2,1,3,7,9,9,23,0,3,1,5,16,4
SymbC1.scaffold10226.2,tr|A0A1Q9CBV5|A0A1Q9CBV5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene39190 PE=4 SV=1,4.08E-38,NA,NA,PF15477,19.91499033,-0.508414566,0.155571864,-3.268036725,0.001082963,0.004143071,TRUE,13,19,34,34,23,22,27,24,41,43,53,51,31,20,13,39,26,15,35,34,29,36,66,9,16,8,12,9,53,9,13,16,17,28,14,15,4,9,16,14,38,6,11,5,14,42,13
SymbC1.scaffold1023.5,tr|A0A1Q9E419|A0A1Q9E419_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene15084 PE=4 SV=1,1.01E-65,GO:0016021;GO:0016020,NA,NA,20.96921727,-0.449579286,0.155043467,-2.89969835,0.003735219,0.012165145,TRUE,19,14,27,29,23,23,34,28,68,43,59,58,30,18,9,37,23,28,51,54,18,55,60,6,6,4,12,14,51,19,24,18,23,33,18,22,1,3,20,15,38,8,7,5,23,52,18
SymbC1.scaffold1023.8,tr|A0A1Q9E3Y7|A0A1Q9E3Y7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene15082 PE=4 SV=1,5E-83,GO:0016020;GO:0006468;GO:0004672;GO:0005524;GO:0016021,NA,NA,13.56299682,1.362371217,0.212880321,6.399704829,1.56E-10,2.34E-09,TRUE,7,4,8,17,9,7,11,7,19,21,18,16,7,5,3,8,7,12,30,20,12,22,12,12,11,5,7,9,34,15,11,16,16,14,11,15,7,12,23,17,57,4,13,8,18,44,28
SymbC1.scaffold1024.4,sp|P36183|ENPL_HORVU,Endoplasmin homolog OS=Hordeum vulgare PE=2 SV=1,1.48E-131,GO:0006950;GO:0000166;GO:0005524;GO:0051082;GO:0005783;GO:0006457;GO:0005788,NA,PF02518;PF00183,120.7437701,0.559606891,0.116203051,4.815767605,0.00000147,0.0000111,TRUE,55,71,78,124,122,80,122,165,261,180,235,249,99,74,53,170,132,124,241,182,144,164,234,52,105,73,79,65,195,46,123,213,128,165,111,180,59,71,89,156,264,91,130,81,123,213,85
